access_id,customer_id,access_date,access_time,page_viewed,session_duration,browser_type,device_type,operating_system,referral_source,actions_taken
305,305,7/14/2022,5:33 PM,Product Page,462,Edge,Desktop,MacOS,Social Media,1
306,306,1/15/2024,5:29 AM,Product Page,179,Firefox,Smartphone,Android,Email Campaign,2
307,307,4/27/2023,11:57 PM,Product Page,210,Chrome,Tablet,Android,Email Campaign,1
308,308,7/26/2023,2:25 PM,Product Page,442,Chrome,Smartphone,iOS,Email Campaign,2
309,309,5/16/2022,10:07 AM,About,80,Firefox,Desktop,Android,Search Engine,2
310,310,8/20/2022,10:28 PM,Checkout,200,Edge,Tablet,Windows,Direct,1
311,311,2/2/2024,6:12 PM,Home Page,449,Edge,Tablet,MacOS,Email Campaign,1
312,312,4/6/2024,7:18 PM,About,278,Firefox,Smartphone,Windows,Social Media,3
313,313,6/18/2023,10:54 PM,About,34,Edge,Smartphone,Windows,Email Campaign,3
314,314,2/6/2024,1:35 PM,Checkout,462,Edge,Desktop,Windows,Search Engine,3
315,315,3/23/2024,11:23 AM,Home Page,160,Safari,Desktop,iOS,Direct,1
316,316,4/10/2024,6:44 AM,Product Page,213,Firefox,Smartphone,Android,Search Engine,3
317,317,5/25/2023,5:18 AM,About,39,Firefox,Smartphone,Windows,Search Engine,1
318,318,12/31/2023,3:41 PM,About,586,Edge,Desktop,Android,Direct,2
319,319,2/15/2024,7:04 PM,Product Page,264,Edge,Tablet,MacOS,Social Media,3
320,320,6/14/2023,4:09 AM,Product Page,430,Edge,Desktop,iOS,Social Media,3
321,321,2/19/2024,7:51 PM,Checkout,432,Chrome,Smartphone,Windows,Search Engine,2
322,322,1/2/2023,2:39 AM,Home Page,368,Firefox,Smartphone,Windows,Search Engine,1
323,323,10/25/2022,8:11 AM,Product Page,446,Safari,Tablet,MacOS,Social Media,1
324,324,4/18/2023,3:42 PM,Product Page,398,Firefox,Smartphone,Android,Search Engine,1
325,325,10/3/2023,5:23 PM,Home Page,448,Firefox,Smartphone,iOS,Email Campaign,3
326,326,10/23/2022,1:53 PM,About,421,Safari,Smartphone,Android,Social Media,1
327,327,11/12/2023,10:44 AM,Checkout,455,Firefox,Tablet,Android,Search Engine,1
328,328,7/13/2022,4:47 AM,About,75,Safari,Tablet,MacOS,Email Campaign,1
329,329,10/8/2023,1:07 AM,About,9,Safari,Desktop,Windows,Direct,3
330,330,10/12/2022,7:43 PM,Home Page,315,Safari,Tablet,MacOS,Direct,2
331,331,8/26/2022,3:51 AM,About,550,Edge,Tablet,Android,Email Campaign,1
332,332,10/24/2023,7:39 PM,About,573,Safari,Tablet,iOS,Direct,2
333,333,8/21/2022,8:48 AM,Home Page,210,Safari,Smartphone,MacOS,Search Engine,1
334,334,11/13/2022,8:52 AM,Product Page,549,Chrome,Desktop,iOS,Search Engine,2
335,335,2/11/2023,5:32 AM,About,576,Firefox,Desktop,iOS,Direct,2
336,336,5/5/2024,5:17 PM,Product Page,227,Edge,Desktop,Windows,Direct,1
337,337,4/23/2024,8:19 AM,Checkout,416,Edge,Smartphone,MacOS,Social Media,1
338,338,8/13/2022,2:39 PM,About,101,Firefox,Tablet,MacOS,Email Campaign,1
339,339,4/18/2024,9:17 PM,About,249,Safari,Tablet,Windows,Search Engine,3
340,340,6/11/2022,8:45 AM,Checkout,434,Chrome,Tablet,Android,Search Engine,3
341,341,8/11/2023,12:56 PM,Home Page,286,Chrome,Desktop,MacOS,Search Engine,3
342,342,12/30/2022,5:25 AM,Product Page,27,Firefox,Smartphone,MacOS,Search Engine,3
343,343,5/30/2022,7:28 AM,Home Page,252,Firefox,Tablet,iOS,Direct,1
344,344,8/27/2022,9:47 AM,Checkout,42,Safari,Smartphone,iOS,Email Campaign,1
345,345,5/23/2022,3:00 PM,About,573,Firefox,Smartphone,Windows,Email Campaign,1
346,346,7/21/2023,1:11 PM,About,25,Chrome,Tablet,Android,Email Campaign,3
347,347,8/31/2023,12:15 AM,About,326,Firefox,Smartphone,Windows,Social Media,2
348,348,10/22/2023,6:00 AM,Product Page,190,Chrome,Tablet,Windows,Direct,1
349,349,9/25/2022,9:21 PM,Checkout,465,Safari,Desktop,iOS,Direct,2
350,350,5/17/2022,12:40 AM,About,17,Firefox,Desktop,Windows,Email Campaign,1
351,351,8/2/2022,5:45 AM,Product Page,227,Chrome,Smartphone,iOS,Search Engine,3
352,352,12/19/2022,9:16 AM,Checkout,1,Firefox,Smartphone,iOS,Direct,1
353,353,7/18/2022,6:29 PM,Checkout,346,Chrome,Desktop,MacOS,Email Campaign,3
354,354,5/2/2024,7:12 AM,Product Page,300,Safari,Smartphone,Windows,Social Media,3
355,355,6/4/2022,6:38 AM,Home Page,53,Chrome,Smartphone,Android,Direct,1
356,356,7/11/2023,6:40 PM,About,290,Edge,Desktop,Windows,Search Engine,2
357,357,5/1/2023,12:35 AM,Home Page,548,Chrome,Smartphone,MacOS,Email Campaign,3
358,358,11/30/2023,12:58 AM,Home Page,239,Chrome,Desktop,MacOS,Search Engine,1
359,359,9/28/2022,1:49 AM,Product Page,166,Safari,Desktop,Windows,Email Campaign,1
360,360,5/28/2022,7:45 PM,Home Page,126,Safari,Desktop,Windows,Email Campaign,2
361,361,2/4/2023,9:19 AM,About,195,Firefox,Smartphone,iOS,Search Engine,2
362,362,7/3/2023,8:33 PM,Home Page,583,Safari,Desktop,MacOS,Email Campaign,1
363,363,6/13/2023,12:27 AM,Checkout,324,Edge,Desktop,iOS,Email Campaign,1
364,364,8/13/2023,1:49 AM,Home Page,534,Chrome,Smartphone,Android,Search Engine,3
365,365,5/7/2023,11:41 AM,Checkout,163,Chrome,Tablet,Android,Search Engine,3
366,366,3/22/2024,10:19 PM,About,324,Edge,Tablet,Windows,Email Campaign,3
367,367,2/14/2024,9:28 PM,About,467,Chrome,Tablet,Windows,Direct,1
368,368,9/28/2022,8:34 PM,Checkout,29,Edge,Desktop,iOS,Email Campaign,3
369,369,1/4/2024,11:17 AM,Product Page,251,Firefox,Smartphone,iOS,Email Campaign,1
370,370,6/13/2022,9:10 PM,About,435,Safari,Desktop,Android,Email Campaign,3
371,371,8/10/2023,8:02 PM,About,48,Firefox,Desktop,MacOS,Direct,2
372,372,6/4/2023,6:31 PM,Product Page,397,Firefox,Tablet,iOS,Direct,1
373,373,9/17/2023,6:24 PM,Checkout,327,Edge,Tablet,MacOS,Email Campaign,1
374,374,11/30/2022,4:11 PM,About,471,Chrome,Tablet,Android,Social Media,2
375,375,4/25/2024,1:32 PM,Product Page,543,Edge,Tablet,Windows,Direct,1
376,376,9/25/2022,1:13 PM,About,401,Firefox,Desktop,MacOS,Social Media,1
377,377,5/9/2023,9:14 PM,About,485,Safari,Smartphone,iOS,Social Media,2
378,378,6/15/2022,6:31 AM,Product Page,436,Firefox,Tablet,MacOS,Email Campaign,1
379,379,3/20/2024,11:52 PM,About,546,Firefox,Smartphone,Windows,Direct,1
380,380,3/31/2023,6:09 AM,About,539,Safari,Smartphone,MacOS,Email Campaign,2
381,381,8/26/2023,7:22 AM,Home Page,1,Safari,Desktop,iOS,Search Engine,1
382,382,1/29/2024,8:15 AM,About,476,Chrome,Tablet,Android,Direct,1
383,383,2/15/2024,7:22 AM,Checkout,163,Firefox,Desktop,Android,Direct,3
384,384,5/7/2022,8:35 AM,About,242,Chrome,Tablet,Windows,Search Engine,3
385,385,6/2/2023,11:37 PM,About,266,Firefox,Tablet,iOS,Email Campaign,2
386,386,1/4/2023,7:07 AM,Product Page,435,Firefox,Desktop,iOS,Direct,2
387,387,9/13/2023,8:53 PM,About,331,Safari,Tablet,Android,Direct,2
388,388,2/29/2024,7:27 PM,Product Page,300,Edge,Desktop,Android,Email Campaign,1
389,389,3/3/2023,7:49 PM,Home Page,530,Edge,Smartphone,Windows,Email Campaign,2
390,390,4/22/2023,1:39 AM,About,291,Firefox,Tablet,Windows,Social Media,2
391,391,3/3/2023,10:54 AM,Home Page,193,Edge,Desktop,MacOS,Email Campaign,1
392,392,9/5/2023,12:34 AM,Checkout,73,Safari,Desktop,iOS,Direct,3
393,393,8/10/2022,6:17 AM,Checkout,408,Chrome,Smartphone,MacOS,Email Campaign,2
394,394,2/26/2023,3:29 PM,About,32,Chrome,Tablet,Android,Social Media,3
395,395,11/20/2022,2:09 AM,About,434,Safari,Smartphone,iOS,Search Engine,2
396,396,12/27/2023,3:58 AM,About,188,Edge,Tablet,MacOS,Direct,2
397,397,12/29/2022,1:09 PM,Checkout,430,Chrome,Tablet,Windows,Search Engine,3
398,398,6/11/2023,1:19 PM,Product Page,292,Safari,Desktop,MacOS,Search Engine,3
399,399,12/13/2023,9:46 PM,About,9,Firefox,Desktop,iOS,Email Campaign,1
400,400,8/24/2023,4:19 PM,Checkout,164,Firefox,Tablet,Android,Search Engine,3
